frame,time_s,WRIST_x,WRIST_y,WRIST_speed_px_s,THUMB_CMC_x,THUMB_CMC_y,THUMB_CMC_speed_px_s,THUMB_MCP_x,THUMB_MCP_y,THUMB_MCP_speed_px_s,THUMB_IP_x,THUMB_IP_y,THUMB_IP_speed_px_s,THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_speed_px_s,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_MCP_speed_px_s,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_PIP_speed_px_s,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_DIP_speed_px_s,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,INDEX_FINGER_TIP_speed_px_s,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_MCP_speed_px_s,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_PIP_speed_px_s,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_DIP_speed_px_s,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,MIDDLE_FINGER_TIP_speed_px_s,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_MCP_speed_px_s,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_PIP_speed_px_s,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_DIP_speed_px_s,RING_FINGER_TIP_x,RING_FINGER_TIP_y,RING_FINGER_TIP_speed_px_s,PINKY_MCP_x,PINKY_MCP_y,PINKY_MCP_speed_px_s,PINKY_PIP_x,PINKY_PIP_y,PINKY_PIP_speed_px_s,PINKY_DIP_x,PINKY_DIP_y,PINKY_DIP_speed_px_s,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_speed_px_s
40,1.6,405.25047302246094,230.60111045837402,99.7722878593439,395.30799865722656,194.92702960968018,109.53255768886689,372.8734588623047,173.0042266845703,188.08046450879942,348.82701873779297,168.04347038269043,211.2948040439481,330.361328125,171.41804695129395,222.05257014509084,364.6544647216797,159.3961000442505,253.92686857167632,323.8621139526367,152.57001399993896,246.34351581214906,306.5687561035156,159.81266498565674,272.4261307626115,300.2933883666992,166.9978380203247,323.31717754791686,356.06311798095703,175.5113124847412,258.90296318170107,312.5544738769531,162.572979927063,276.8794658728245,295.6073570251465,168.61041069030762,326.16167767577406,291.8762016296387,176.83138847351074,391.65841289206844,348.2914733886719,195.75373649597168,248.11605487813782,307.6790237426758,180.86116790771484,263.61613117265597,294.6793746948242,184.6460723876953,345.78661553650824,293.3892059326172,190.42442321777344,462.39398991487917,342.8839874267578,218.0934190750122,224.56866056135593,311.7428970336914,201.39501571655273,242.78979575033156,301.89239501953125,198.74732494354248,302.4539171634028,299.57069396972656,199.0395212173462,384.72480515719417
41,1.64,402.0075988769531,229.46906089782715,85.86970118709436,388.95336151123047,193.87118339538574,161.0439079985511,365.05855560302734,172.72198677062988,195.49995575588494,342.3316192626953,168.26251029968262,162.47729231021572,324.6794128417969,172.0721197128296,142.98595311882937,355.16334533691406,158.2181453704834,239.09846871807275,314.4691467285156,154.7892951965332,241.28955932521444,298.5369110107422,162.75815963745117,213.87273426336156,292.1441459655762,169.5681095123291,213.62415484746836,347.4455261230469,175.15954971313477,215.61920496126916,302.64698028564453,164.4598388671875,252.13918021817415,288.50433349609375,171.28151893615723,189.7165031621566,286.6566467285156,179.22104358673096,143.51438282881514,341.2672424316406,195.92448234558105,175.65764764677016,298.7103843688965,182.29724407196045,227.07213469294655,290.06553649902344,187.4897575378418,135.49457583745243,292.81972885131836,192.95581340789795,64.86640328775388,337.8096389770508,218.36854934692383,127.04504333002899,303.9829635620117,201.1867332458496,194.06820494432003,296.3329315185547,199.40118312835693,139.94455362870377,297.05909729003906,200.15685081481934,68.72291880627768
42,1.68,398.61328125,227.53629684448242,97.65042574966786,386.14768981933594,192.31194019317627,80.24584493267693,362.60616302490234,171.28339290618896,71.07997988203869,339.6416473388672,165.9975242614746,87.91370308525852,321.8284225463867,169.59440231323242,94.42996471191442,351.8267059326172,156.77902221679688,90.8440902239355,311.13155364990234,150.19639492034912,141.93805978616848,298.0278015136719,158.87460708618164,97.91952339319032,295.09607315063477,166.43661975860596,107.58747076089121,343.37696075439453,172.60202407836914,120.14096286102966,298.5577583312988,160.68503379821777,139.12873872025514,286.9279098510742,169.06272411346436,68.04484722310607,286.97317123413086,177.39861488342285,46.242797691209645,336.7866897583008,192.49591827392578,141.04610029175348,293.7353515625,178.17808628082275,161.47448005221224,286.07669830322266,184.55891132354736,123.74542841081859,288.746280670166,190.43752670288086,119.72559253663972,333.0117416381836,214.37431812286377,156.07230284704016,299.12614822387695,198.0684471130371,144.29215942583266,291.1496353149414,197.63216972351074,136.92143723892673,290.9564208984375,199.0852403640747,154.9011945135434
43,1.72,395.12603759765625,224.56243515014648,114.57727105498059,382.92457580566406,188.62565517425537,122.41619885111375,359.0338134765625,167.392315864563,132.05624237278752,335.3555679321289,162.70977973937988,135.04568838783288,316.8143653869629,166.6066074371338,145.918828933269,348.14796447753906,152.18753814697266,147.08599664983385,308.2682228088379,147.4925708770752,98.45471028084762,295.2042579650879,156.3900661468506,94.0257340105698,291.6883850097656,163.09041023254395,119.3981172844874,339.2438507080078,167.93054580688477,155.93529887523357,295.1116180419922,156.25102043151855,140.3931030839162,285.335636138916,164.7087049484253,115.9008694530522,287.04790115356445,172.37540245056152,125.59420693873378,332.91187286376953,187.77020931243896,152.77952078653573,289.73690032958984,173.0830478668213,161.91631461597552,283.3710289001465,179.2084836959839,149.8910494253599,287.55640029907227,184.19875144958496,158.78076859039695,329.2662811279297,209.06659126281738,162.40466213814747,295.7887268066406,191.93780422210693,174.50494973699966,289.03255462646484,190.9312391281128,175.68526810368292,290.62435150146484,191.75092220306396,183.54579294303127
44,1.76,392.3294448852539,219.8062562942505,137.9360542704799,379.70897674560547,183.99949550628662,140.84883427941116,356.8785095214844,163.80002975463867,104.73136658354372,334.13604736328125,159.57366943359375,84.12200317062008,317.02043533325195,164.24537658691406,59.25514719621911,344.0658187866211,147.87885189056396,148.38440513166572,305.71338653564453,144.85535144805908,91.79499816031851,294.5608901977539,154.59816455841064,47.59748802916167,292.00782775878906,161.2706422805786,46.18981942013677,334.8947525024414,162.15070724487305,180.83346794181006,291.6160202026367,152.74967193603516,123.68974679952882,285.155086517334,163.20988655090332,37.74134631445125,288.56502532958984,170.7764196395874,55.10451317310261,329.0211486816406,181.36058807373047,187.4516255682811,285.84224700927734,167.54058837890625,169.35019497442389,281.3058662414551,176.12573146820068,92.76400872899083,285.71271896362305,181.9184446334839,73.30995857590237,326.24629974365234,202.8964376449585,171.73941603006938,292.5577926635742,188.12426090240479,124.95511216052032,286.40512466430664,189.29916858673096,77.3265900988021,287.0980453491211,191.27052783966064,88.97195423435082
45,1.8,392.21668243408203,213.4767723083496,158.26220904358763,376.7819595336914,178.59051704406738,153.75401979215204,352.4800109863281,160.19797325134277,142.13022289591498,330.5023193359375,157.61034965515137,103.25515704169015,314.0294075012207,164.08495903015137,74.88316434830024,338.9607238769531,144.3762731552124,154.77817157559468,301.6105270385742,142.90283203125,113.59409130132092,294.479923248291,154.09443855285645,12.754791638265681,295.57165145874023,160.94970703125,89.45613030487094,330.1910400390625,159.4046974182129,136.16506734993607,288.74073028564453,154.40701961517334,82.96871939284432,286.26943588256836,166.9735336303711,98.12878606257873,292.935733795166,173.99548530578613,135.70527867026462,325.2218246459961,179.18150424957275,109.49677346996364,283.6969566345215,169.2892026901245,69.19141385234087,282.4396514892578,179.95418071746826,99.82012773719721,288.8230895996094,185.99345684051514,128.1603731186528,323.9248275756836,201.0476303100586,74.19282979268115,293.06324005126953,190.27340412139893,55.19450627936462,289.7247886657715,192.49504566192627,115.20036719337239,292.04492568969727,194.0190553665161,141.47886032430176
46,1.84,392.9490280151367,210.06556034088135,87.22348141802547,377.1408462524414,175.06323337554932,88.63735723119729,353.3140563964844,156.78910732269287,87.73539289289438,331.9574737548828,154.26316738128662,91.24521753717576,316.0975456237793,159.61662769317627,123.09341023937333,338.7789535522461,141.23748779296875,78.60110527681495,301.9757270812988,141.58610343933105,34.160880916471044,293.9579963684082,153.07022094726562,28.738360378012185,293.97876739501953,159.98425483703613,46.56566317958808,331.0227584838867,156.00867748260498,87.40962108982616,290.68714141845703,152.5338363647461,67.53393493097389,286.61218643188477,164.9930477142334,50.248149238780826,291.7138481140137,172.06428050994873,57.132283897058315,326.46839141845703,175.49878120422363,97.19946549155112,286.01016998291016,166.84432983398438,84.14407019308595,283.25063705444336,177.26652145385742,70.1837316629203,288.3846092224121,183.08605670928955,73.506974857142,325.0099182128906,197.05026626586914,103.55053413893206,292.9611015319824,185.795259475708,111.98273233196603,287.40760803222656,187.54333019256592,136.67665349735634,288.1587600708008,188.92571926116943,160.1646728751404
47,1.88,392.3630905151367,209.32122230529785,23.682296461736822,378.2210922241211,175.41895866394043,28.432725864432314,353.30501556396484,157.20049381256104,10.287145519369528,330.24410247802734,155.25728702545166,49.5221856801838,313.8749885559082,161.5853977203369,74.22859683012116,339.0340805053711,141.55091285705566,10.103372982843778,301.9948959350586,141.39761924743652,4.7364105309689535,295.9014320373535,152.2521686553955,52.714749783403036,297.5801086425781,158.67679595947266,95.78330849463815,330.2817916870117,156.44209384918213,21.460451138200337,289.58595275878906,152.02342987060547,30.343154638260888,288.8597869873047,164.06487464904785,60.79274985380594,296.21620178222656,170.85585594177246,116.54258473472818,325.3412628173828,175.59239387512207,28.275234476395866,284.8040771484375,166.4211130142212,31.954776656792145,285.56833267211914,176.67254447937012,59.81493136340737,292.89560317993164,182.22754955291748,114.79901192497199,323.9021301269531,196.8362331390381,28.20687662971288,292.6932907104492,186.05628490447998,9.349361963386906,290.90898513793945,189.1648006439209,96.46504568050706,294.62533950805664,191.61975860595703,175.13298092022083
48,1.92,396.6063690185547,204.6060276031494,158.5845073153777,380.40252685546875,170.45708656311035,135.50560826917547,356.0395812988281,152.70163536071777,131.6187133541663,333.9847183227539,149.89015102386475,163.5511306850051,317.8296089172363,155.53197383880615,180.76739697003913,341.2076950073242,137.71262168884277,110.27544801281132,303.7376022338867,140.3569507598877,50.74455725095296,294.3288040161133,152.77230262756348,41.41028134860657,292.67330169677734,160.16226768493652,128.16829914830586,334.32506561279297,151.3363552093506,162.8201290864619,291.4396095275879,149.36219215393066,81.07955044725458,285.4037284851074,162.48039722442627,95.04903037296543,289.13463592529297,170.89240550994873,177.04150441531624,330.6271743774414,170.49455165863037,183.59067290613865,287.8762435913086,163.3487606048584,108.62077373832717,282.30234146118164,174.39788818359375,99.50113018779003,285.14625549316406,181.27980709075928,195.17717166876182,329.9510192871094,192.82055854797363,181.51222839862683,296.09683990478516,183.6868715286255,103.67698293239617,289.2839050292969,186.2010669708252,84.50074942177703,288.7359428405762,188.223237991333,169.9657049828288
49,1.96,398.0413055419922,204.51416015625,35.946857078320456,381.2907409667969,171.23870372772217,29.578811034867364,355.4987335205078,154.03578758239746,35.990263179147355,332.6061248779297,151.5395450592041,53.74139797403249,316.4476203918457,157.5644016265869,61.444359977415516,339.75341796875,138.84427070617676,46.06755368041842,302.7847480773926,142.28960037231445,53.86943456150167,293.4937286376953,154.03215408325195,37.787039593955754,292.200870513916,161.5499210357666,36.646734545946394,332.3759460449219,153.300461769104,69.17722560534467,292.12167739868164,152.59909629821777,82.69962598192866,286.5557670593262,164.7174310684204,62.90624619057699,290.36983489990234,172.97943592071533,60.62905884526754,328.7779235839844,172.46675491333008,67.58935832912964,288.5074996948242,168.7203311920166,135.21338423268435,285.4528045654297,178.8339614868164,136.02427201329044,290.0899887084961,184.70203399658203,150.3166139755399,328.8264846801758,194.1589593887329,43.70279519619164,296.75037384033203,188.18730354309082,113.69090476412316,294.4771957397461,191.57143592834473,186.76711960207217,298.44751358032227,193.89325618743896,281.140214769767
50,2.0,398.0712890625,204.80225086212158,7.241169894759272,382.48973846435547,171.7773199081421,32.860523323605136,356.7597961425781,154.69571113586426,35.58245734560691,333.49266052246094,151.98659420013428,24.821845008868284,317.25786209106445,157.88663864135742,21.799201602941444,340.7642364501953,140.00694751739502,38.515998054185815,304.02626037597656,141.59940719604492,35.51161260862699,296.17897033691406,152.60423183441162,76.03241468263894,296.61754608154297,159.6798849105835,119.90636497691311,333.5717010498047,154.95509147644043,51.036932093965795,293.1199645996094,154.41596031188965,51.82646633063076,289.7267150878906,165.76778411865234,83.50955383213767,295.40382385253906,172.46004581451416,126.5178121295777,329.9599075317383,174.28482055664062,54.212825605052295,289.49012756347656,170.9908103942871,61.849784438767294,288.02045822143555,179.79919910430908,68.577187148056,293.572940826416,184.12445068359375,88.26295209190755,330.23834228515625,195.55708408355713,49.67453169770766,298.0492401123047,190.59805870056152,68.45981495437552,296.3313102722168,193.11261177062988,60.27522125821281,300.55809020996094,194.28634643554688,53.67176662789335
51,2.04,395.8863830566406,207.93800354003906,95.54697506824529,381.92859649658203,174.3535566329956,65.91602598420496,355.435791015625,156.42286777496338,54.40622455302295,331.7427062988281,153.94712448120117,65.6982627614239,315.6482124328613,160.1378059387207,69.18600934650433,339.46800231933594,141.83220863342285,55.9676305091162,302.67372131347656,143.50905418395996,58.502743173084205,296.60375595092773,154.5084571838379,48.77574319827537,298.8089370727539,161.05958461761475,64.73873337279706,332.11673736572266,157.0633363723755,64.03912799625799,291.34998321533203,156.69739723205566,72.18807260112702,289.39098358154297,168.40983867645264,66.58250488467188,296.44725799560547,175.02878665924072,69.31443003752564,328.35594177246094,176.38249397277832,66.01581211017239,287.96289443969727,173.7357759475708,78.53055497337769,288.60450744628906,183.3149242401123,89.09768770698605,296.1595916748047,187.81099319458008,112.58707268371006,328.3992004394531,197.6564884185791,69.77616574861607,296.94889068603516,192.5194787979126,55.3546748838586,296.63997650146484,195.51959037780762,60.667231973330715,302.3497200012207,197.02965259552002,81.91331544793294
52,2.08,393.45054626464844,209.51047897338867,72.4826697636702,378.23814392089844,176.58483982086182,107.81368442196957,351.4398193359375,158.7336301803589,115.39988236306226,328.67061614990234,155.94645023345947,91.63460504488073,312.84969329833984,161.39453887939453,76.69373764549475,336.7168426513672,144.79438304901123,101.06729437305705,299.5953369140625,144.62652683258057,81.87336117051073,293.50433349609375,156.09605312347412,87.05917678897558,296.46278381347656,163.45466136932373,83.81835927540936,329.8590850830078,160.5397367477417,103.62900595240541,289.15571212768555,158.85676860809326,76.96472546616646,284.4755172729492,170.21162509918213,130.88220692681216,289.55554962158203,177.48939514160156,182.9450710186853,326.2333297729492,180.00680923461914,105.00340118801937,286.40844345092773,176.7903184890747,85.68309348386543,286.8999671936035,185.82196712493896,75.79050690631253,294.72116470336914,190.34398555755615,72.82308383613827,326.2071228027344,201.001238822937,99.97674614896351,295.178279876709,195.71472644805908,91.32589372635955,296.5235710144043,198.75941276550293,81.04782284718371,304.17503356933594,200.4781150817871,97.54378228882969
53,2.12,392.218017578125,212.21192836761475,74.23339794470719,378.1779479980469,179.0809965133667,62.42206031657032,351.650390625,161.56979084014893,71.0991717423545,328.26351165771484,158.2229518890381,57.81540590216531,312.0926284790039,162.38422393798828,31.151079996124032,336.03321075439453,148.1620216369629,85.9081712848794,297.79306411743164,146.69837951660156,68.651114237865,289.6442413330078,157.9664182662964,107.23390693654812,291.24778747558594,165.84710597991943,143.43983498966793,329.51114654541016,163.3260154724121,70.19798055097705,287.1999168395996,160.55362701416016,64.73244771335237,280.2023124694824,172.13403224945068,117.14288429033839,283.3764457702637,180.26232719421387,169.31936646058477,326.0242462158203,182.48584270477295,62.19587446127613,285.0726509094238,178.75818729400635,59.460329986473695,282.7108383178711,188.0078887939453,118.12878110489915,287.8170585632324,193.23297500610352,187.10448556236489,326.4635467529297,203.79416942596436,70.11693177988667,294.5277976989746,197.9456377029419,58.095245560162134,294.13652420043945,201.05099201202393,82.72442178381124,300.3104591369629,203.21906089782715,118.44756094422874
